otel_adi,yorum,hizmet,tarih,puan
Green Bay Resort & Spa Bodrum,"2 temmuzda giriş yaptık, hala buradayiz. Gelmeden once tüm yorumlari neredeyse okudum. Yemek şöyleydi diyenler, siz evinizde hergun havyar mi yiyorsunuz. Gayet lezzetli, et de var, tavuk da balık da, zeytinyagli, corba... hersey var gayet lezzetli. Hele baklavalar el yapımı enfes, yapanın eline saglik. Kahvaltida cok güzel ogle yemegide, ara yemeklerde, lütfen olumsuz yorumlara inanmayin. Evet sinek var, cok normal etraf orman ağaçlık. İstanbulda oturduğum site de sık ilaclanmasina rağmen orda da var. Gelirken sinek kovucu getirebilirsiniz. Tüm personel gayet guleryuzlu ve yardimsever, denizde havuzda şezlong sorunu yok koyda olması nedeniyle deniz bulanık biraz, birde çabuk derinlesiyor. Green bay resort çalışan herkese cokk teşekkürler","Odalar5,0Hizmet5,0Konum5,0
Otelde öne çıkanlarMuhteşem manzara · Sessiz · Çocuklar için uygun",Google üzerinde bir ay önce,5/5
Green Bay Resort & Spa Bodrum,"Green Bay’de geçirdiğimiz tatilden gerçekten çok memnun ayrıldık. Daha giriş yaptığımız andan itibaren herkes oldukça ilgili ve güler yüzlüydü. Özellikle animasyon ekibinden Görkem Bey ve Mehmet Bey bizimle çok yakından ilgilendiler, enerjileri ve samimiyetleri tatilimizi daha keyifli hale getirdi.
Geçen yıl da konaklamıştık ve bu sene yemekleri çok daha başarılı bulduk. Çeşit fazlaydı, lezzetler de oldukça iyiydi. Gün boyunca düzenlenen aktiviteler sayesinde bir an bile sıkılmadık; hem dinlenip hem de eğlenebildiğimiz bir tatil oldu.
Personelin ilgisi, animasyon ekibinin enerjisi ve otelin genel atmosferi sayesinde çok güzel anılarla ayrıldık. Emeği geçen herkese teşekkür ederiz. Bodrum’da keyifli ve dolu dolu bir tatil geçirmek isteyenlere gönül rahatlığıyla tavsiye ederim. 🌟🌴😊","Odalar5,0Hizmet5,0Konum5,0
Otelde öne çıkanlarMuhteşem manzara · Sessiz · Çocuklar için uygun · Büyük fırsat
OdalarOda gayet temizdi, donanımlıydı
Yakındaki etkinliklerHer akşam bodrum merkezde etkinlik vardı
GüvenlikGayet başarılı
Yürüme olanaklarıBaşarılı
Yiyecek ve içeceklerÇok çeşitli ve lezzetli
Önemli ayrıntılarAile olarak da arkadaşlar olarak da çok başarılıydı",Google üzerinde 2 ay önce,5/5
Green Bay Resort & Spa Bodrum,"Odalar geniş, ferah ve temiz.
Yemek seçimi muhteşem ve günlük değişken.
Kocaman bir otek alanı, hem dinlenmek mümkün, eğlence ve animasyon ekibi çok iyiydi, onlar sayesinde çok eğlendik.
Aytekin'e çok teşekküt ederiz herşey için.
Sohbeti bir numara, mutluku onu otel alanında bulun <3","Odalar5,0Hizmet5,0Konum5,0",Google üzerinde bir ay önce,5/5
Green Bay Resort & Spa Bodrum,"Genel olarak otel eski, kara manzaralı odalar daha da eski ve biraz küçük ama denizi güzel olduğundan eğer yüzmeyi seviyorsanız yatmadan yatmaya gidiyorsunuz, o yüzden tolere edilebilir. Odalarda sineklik yok, bizim kaldığımız odada yoktu, ciddi bir böcek sorunu ve ilaçlama sorunu var, otel yönetimi bu konuda bir şey yapıyor mu bilmiyorum, en azından bir şahit olmadık.
Bir yetkili çoğu zaman yok, daha çok bir AİLE İŞLETMESİ kafasındalar, kurumsallık sıfır denebilir.
Bu arada bu bölümle ilgili olmasa da MİLLİ MAÇIMIZIN ilk yarısını sessiz izledik, bu da milli bir güvenlik sorunu bence.
Yiyecekler vasat seviyede ancak içeceklerde oldukça ucuza kaçılmış. Ucuz marka kokteyl içerikleri mevcut. Bira olarak sadece Efes fıçı var, onu da plastik bardaklarda veriyorlar, çalışan garson sayısı çok az, bu yüzden adamına göre içecekleri self-servis ya da yoğunluk olduğu için kendiniz alıyorsunuz diye söyleyebiliyorlar. Bazen de self servis ama getireyim hadi şeklinde gönüllerinden bir içecek kopabiliyor. Diğer barlar da yine self-servis işliyor. Az çalışan ile maximum kazanç amaçlanmış.
İçecek çeşitliliğine ve sürekli self servis olayına (kendi kendinize hizmet etmenize) takılmazsanız, otel güzel yerde konuşlanmış ve ideal konaklama olanaklarına sahip. Özellikle denizi çok güzel, cost-effective bir tatil arayan ve denize girip tatil yapayım demek isterseniz ideal.
Özetle sadece denizi güzel, gerisi boş.","Odalar1,0Hizmet1,0Konum4,0
Otelde öne çıkanlarMuhteşem manzara
OdalarGenel olarak otel eski, kara manzaralı odalar daha da eski ve biraz küçük ama denizi güzel olduğundan eğer yüzmeyi seviyorsanız yatmadan yatmaya gidiyorsunuz, o yüzden tolere edilebilir. Odalarda sineklik yok, bizim kaldığımız odada yoktu, ciddi bir böcek sorunu ve ilaçlama sorunu var, otel yönetimi bu konuda bir şey yapıyor mu bilmiyorum, en azından bir şahit olmadık.
GüvenlikBir yetkili çoğu zaman yok, daha çok bir aile işletmesi kafasındalar, kurumsallık sıfır denebilir. Bu arada bu bölümle ilgili olmasa da Milli maçımızın ilk yarısını sessiz izledik, bu da milli bir güvenlik sorunu bence.
Yiyecek ve içeceklerYiyecekler vasat seviyede ancak içeceklerde oldukça ucuza kaçılmış. Ucuz marka kokteyl içerikleri mevcut. Bira olarak sadece Efes fıçı var, onu da plastik bardaklarda veriyorlar, çalışan garson sayısı çok az, bu yüzden adamına göre içecekleri self-servis ya da yoğunluk olduğu için kendiniz alıyorsunuz diye söyleyebiliyorlar. Bazen de self servis ama getireyim hadi şeklinde gönüllerinden bir içecek kopabiliyor. Diğer barlar da yine self-servis işliyor. Az çalışan ile maximum kazanç amaçlanmış.
Önemli ayrıntılarİçecek çeşitliliğine ve sürekli self servis olayına (kendi kendinize hizmet etmenize) takılmazsanız, otel güzel yerde konuşlanmış ve ideal konaklama olanaklarına sahip. Özellikle denizi çok güzel, cost-effective bir tatil arayan ve denize girip tatil yapayım demek isterseniz ideal. Özetle sadece denizi güzel, gerisi boş.",Google üzerinde 2 ay önce,1/5
Green Bay Resort & Spa Bodrum,"Otel konum olarak çok iyi kendi koyu olması harika yemekler lezzetli ve çeşitli personel çok ve ilgili güler yüzlüler barda ki kardeşimiz yunus çiftçinin kokteylerini çok sevdik resmen döktürüyor kendisini tebrik ederiz bu tarz otellerde maalesef bilgisiz barmentler oluyor kendisi çok bilgili mutlu olduk yolu açık olsun :)
Odalara gelecek olursak balkon kapılarında sineklik yok sinek avladık devamlı acil önlem gerekiyor bu sıkıntıyı bildirdiğimizde hemen ilgilenip ilaçladılar ama bu şekilde olmaz. Onun dışında temiz düzenli ve konforlu odalar. Ayrıca fiyat performans bir otel bu olanaklara konumuna hizmetine göre tekrar görüşeceğiz bugün son gecemiz :))","Odalar3,0Hizmet5,0Konum5,0
Otelde öne çıkanlarMuhteşem manzara · Romantik · Çocuklar için uygun · Büyük fırsat
OdalarKomforlu temiz ama sineklik yok sıkıntı :(
Yakındaki etkinliklerCanlı müzik ve çocuk eğlencesi köpük partisi vs
Güvenlikİyi
Yürüme olanaklarıGüzel
Yiyecek ve içeceklerBol ve lezzetli
Önemli ayrıntılarSineklik yaptırılması şart",Google üzerinde bir ay önce,5/5
Green Bay Resort & Spa Bodrum,"Hayatım boyunca yurt dışı ve yurt içinde 5 Yıldızlı otellerde tatil yaptım, bilinen en büyük zincir otellerde dahil,bu kadar huzur bulduğum bir tatil yaşamamıştım, Otel'in konumu ,mekanlar arasındaki yakınlık ,denize sürekli yakın olmak paha biçilemez, hizmet Son derece güzel personel her konuda elinden geleni yapıyor özellikle resepsiyondaki Pelda hanıma desteklerinden dolayı çok teşekkür ediyoruz her isteğimiz, talebimiz anında yerine getirildi, şu an Oteldeyiz ve tatili uzatsak mi diye düşünmüyor değiliz.
Ayrica Otelde sinek problem yok, yoğun ilaçlama yapılıyor, yapılan haksız yorumlara bakmadan gönül rahatlığıyla gelebilirsiniz.","Odalar5,0Hizmet5,0Konum5,0",Google üzerinde 3 hafta önce,5/5
Green Bay Resort & Spa Bodrum,"Temmuz ayında 4 yaşındaki ikiz çocuklarımızla harika bir tatil geçirdik. Tatilde kendimizi evimizde hissettik, hatta 1 haftalık tatilimizi 1 gün tatili uzattık. Çalışanlar çok güleryüzlü, yardımsever ve sıcakkanlıydı. Şimdiye kadar gittiğimiz otellere göre fiyat/performans olarak çok çok öne çıkıyor. Deniz, koy ve manzara muhteşem. Bodrumun birçok yerine oranla dalga yok gibi. Büfesi oldukça zengin, çocuklar için günün her saatinde birçok seçenek mevcut. Gitmeden önce okuduğumuz olumsuz yorumlardan dolayı biraz endişeliydik ama olumsuz hiç bir şey yaşamadık. Ailemizle tatilimizin keyifli geçmesine vesile olduğu için otel yönetimine ve tüm emekçi arkadaşlara ayrı ayrı çok teşekkür ederiz. Seneye görüşmek üzere.","Odalar5,0Hizmet5,0Konum5,0
Otelde öne çıkanlarMuhteşem manzara · Çocuklar için uygun",Google üzerinde 4 hafta önce,5/5
Green Bay Resort & Spa Bodrum,Öncelikle bugüne kadar birçok tatil bölgesinde çok sayıda otelde konaklamış biri olarak kesinlikle fiyat/performans oteli diyebilirim. Hatta performans olarak üzerinde kesinlikle üzerinde kalır. …,,Tripadvisor üzerinde bir ay önce,5/5
Green Bay Resort & Spa Bodrum,"Malum site yorumları manipüle ettiğini düşündüğümden burada bütün hakikatı yazacağım.
TLDR: Sivrisinek bin tane, deniz kötü, yemekler uçlarda, içecekler 1 taneden sonra self servis
-Denizi: tortu suda asılı kaldığından yarım metreden dibi göremiyorsunuz. Deniz kirli veya pis veya kokuyor. Dibi balçık muhtemelen. Hadi bu ülkenin problemi olsun. Kumsal daha büyük taşlardan temizlenmemiş. Altı üstü 1 kere elekten geçecek. Yumruk kadar taş bulursunuz.
-yemekler: uçlarda. Hamur işi, pizza, baklava türevleri çok güzel ancak pide inanılmaz kötü. menemen bir gün güzel bir gün kötü. Köfteler çok kötü. Daha doğrusu kıymaları kötü. Tavuk döner çok kötü. Izgara sadece balık, tavuk ve hindi. 9 gün boyunca başka ızgara çeşidi çıkmadı. Izgara tavuk ama çok iyi. Garip. Sneak bar’dan çıkan neredeyse her şey kötü. Gazlı içecekler dolapta unutulmuş litrelik kola gibi. meyve suları aşırı şekerli ve fabrikasyon hisli idi. Kavun, karpuz, kayısı, üç beş şeftali dışında meyve yok. Meyve konulan yerin görseli dolsun diye sakız kabağı var. Alkolde eller boldu da nispeten rahatladık. Saat 11-12 arası yemek yok. Öğle yemeğini kaçırırsanız akşam 6’ya kadar çocuğunuza meyve ceplemediyseniz bulamazsınız mesela. Ultra ama bazı şeyler hariç.
-temizlik: gerçekten iyi. Oda temizliği olsun umumi tuvalet olsun, yemek sırası temizlik olsun. Sauna tarafı belli ki alt işletmeye verilmiş oranın temizliği kötü onun dışında otel gerçekten temiz. Ablalar çalışıyor, mini bar mehteran marşı.
-çalışanlar: bence gerçekten kötü. Sabit barda çalışanların çoğu düzgün ve gayretkar ama masaları gezenler felaket. Özellikle sneak bar’da çalışan 1 kişi hariç hepsi sadece dikiliyor. Muhtemelen sabit barın az da olsa bahşişi çıkıyor diğerleri eşek gibi çalışıyor gibi bir durum olmuş. İçeceklerimin %90’ını ben almak zorunda kaldım.
-ambiyans: her gece bir şeyler var. O konuda aktif ve çeşitli. Köpük partisinde bir ara ankaralı namık bile çaldı. Her sabah aynı açılış müziği. Cringe bir sabah animasyon dansı. Arazi inanılmaz geniş ve çok yeşil. Otopark sıkıntısı yok ama on günün sonunda arabanın her yeri beyaz reçine idi. Onu da mı ben düşüneceğim. Düşünmemeye gelmişim ya hani. Havası temiz ve gecesi serin. Klimalar daikin. Bütün koy otele ait. Bebeği olanlar için kumsal süreci gayet rahat.
En büyük eksi: koridordan odana geçerken 100 tane sivrisinek sayarsın. Buradaki yorumları okuyup da sineklik almıştık yanımıza, yoksa mahvolmuştuk. Kişinev otogarı ömrümde bir bura iki. Sneak bar’da da karasinekten geçilmiyor. dostlar çarşıda görsün diye ilaçlanıyor. Bahaneleri bataklık imiş. 400 kişilik yemekhanede 2 tane uv sinek öldürücü var. Karasinek yakalayan zımbırtıdan pahalı odaların bulunduğu yerleşkede 1 tane gördüm. Bu durum Çağ dışı. Sorumsuzca. Çalışanını yanıma gönderip yorum yazdıracağına Şunu otur çöz işte kırmızı sitede sana 1 puan koyar. Yemeği çözüyorsun bi şekilde ama bu tek kelimeyle iğrenç.
- Ana koridordan sahile çıkarken bir yerlerde kanalizasyon kokusu var. Biz üçüncü kattaydık zaman zaman bizde de oldu. Burada bir yorumda görmüştüm, zemin katta kalıyorlarmış ve koku varmış. Doğru demek ki.
-Büyük aqua’da 120 cm çocuk kuralı var. Ebeveynle kayamıyoruz. Mini aqua’da santim sınırı yok ama orada da ebeveyn haliyle bebeğiyle kayamıyor. Kısacası 4 yaşa kadar aquaparkı fiilen kullanamıyorsunuz. Kids club’ta 10-15 tane priz var, tv kabloları sarkıyor, trambolin duvar dibinde ve duvarda yastık yok.
Büyük aquada merdiven kaydırmazı yok, havuz yeterince derin değil.
Kısacası; otel inanılmaz büyük bir potansiyele sahip ama sadece şekil şartlarını yerine getirmişler gibi. Patronlar iş başında durarak sistemi sınırda dengede tutuyorlar ama bu kafayla otelin ivmesi aşağıya. Takıntılı bir müdür; sineğinden tut, koridor halılarındaki lekeye, saunada yanıp sönen ışığa, hemen dolan banyo giderleriyle kafayı bozmadıkça zor. Denizi zaten çözemezler de kumsalın taşını kaldırmak bir hafta almaz. Aşırı sınırda memnun kaldık. 2 yaş bebemiz deniz görmeseydi burada çift olarak çok üzülürdük. 2 kişi Gecelik: 750 dolar ödedik. Dolar yazınca şimdi içime oturmadı değil.","Odalar3,0Hizmet3,0Konum4,0
Otelde öne çıkanlarMuhteşem manzara
OdalarEvet, odadaki masalar yapışkan.
GüvenlikHer gazeboda bir yangın tüpü koyarak ruhsat alınmış ama yangın tüpleri güneş altında kalmasında yönetmelikçe bir sıkıntı olmadığından rahvan gitsin.
Yürüme olanaklarıEngelli bireyler tam anlamıyla düşünülmüş
Önemli ayrıntılarKlimalar daikin, temizlik malzemeleri diversey ve karcher.",Google üzerinde bir ay önce,3/5
Green Bay Resort & Spa Bodrum,Geçen sene kurban bayramı için gitmiştim çok memnun kalmıştık bu sefer aynı memnuniyet için tercih ettik fakat çok yanılmışız. Özellikle yiyecek konusu çok değişmiş. Geçen sene açıl büfe olan snack büfesi bu sene siparişe dönmüş. Ve hizmet … Devamı,,Google üzerinde 2 ay önce,1/5
Green Bay Resort & Spa Bodrum,"Hotelin en güzel yönlerinden birincisi konumu, ikincisi baklavaları. Onun dışında iyi bir şey göremedim. Otele girişte kimse otel hakkında bir bilgi vermiyor. Gece odada sinek avına çıktık buna rağmen çocukları sineklerden koruyamadık. … Devamı",,Google üzerinde bir ay önce,2/5
Green Bay Resort & Spa Bodrum,Bu oteli tercih etmeyi düşünüyorsaniz sadece deniz için geleceğinizi bilin. Sadece deniz için de bu kadar para verilmez biz koyda olduğu için merak ettik ve geldik pişman oldum kendi adıma açıkçası sadece koyda yüzmek için bu kadar para … Devamı,,Google üzerinde bir ay önce,1/5
Green Bay Resort & Spa Bodrum,"Otele kötü yorum yapanlara anlam veremiyorum. 5 gece konakladık fiyat performans oteli gerçekten. Denizi muhteşem dalgasız tertemiz, yemekleri gayet lezzetli ve çeşitli evet çoğu gün benzer ürünler çıkıyor ama o kadar çeşit var ki her gün … Devamı",,Google üzerinde 2 ay önce,4/5
Green Bay Resort & Spa Bodrum,Otele ailecek geldik ve konum olarak gerçekten güzel bir tesis olduğunu söyleyebilirim. Ancak maalesef yemek ve hizmet konusunda ciddi hayal kırıklığı yaşadık. … Devamı,,Google üzerinde 2 ay önce düzenlendi,1/5
Green Bay Resort & Spa Bodrum,Otelde çok büyük bir ışıklandırma problemi var. Akşam güneş battığında bütün dış mekan kullanım alanları karanlık oluyor. Bebeğimi park alanına götürüp vakit geçirmek istedim fakat o kadar karanlık ki önümüzü göremiyoruz. Çocuklar için … Devamı,,Google üzerinde 2 ay önce,3/5
Green Bay Resort & Spa Bodrum,Otel kesinlikle fiyat performans diyebilirim. 7 yıl önce eşimle gelmiştik bu sene 5 yaş kızımızlar tercih ettik. Otel şahane bir koyda. Çalışan herkes çok nazikti. Bizim için en olumsuz deneyim kids klup oldu gündüz 10 dakika bile … Devamı,,Google üzerinde bir ay önce,3/5
Green Bay Resort & Spa Bodrum,"Koyun bulunduğu yer harika, dört tarafı ormanla çevrili bir göldeymissiniz gibi. Deniz dümdüz dalgasız. Otel geniş bir alanda imkanlar fazla, etkinlik çok, yemekler çeşitli ve güzel. Kısaca çok güzel bir otel ve tatilimiz çok güzel geçti","Odalar5,0Hizmet5,0Konum5,0
Otelde öne çıkanlarMuhteşem manzara · Çocuklar için uygun",Google üzerinde 2 ay önce,5/5
Green Bay Resort & Spa Bodrum,"Ailecek 5 gece konakladık ve genel olarak çok memnun kaldığımız için yorum yapmak istedim. Yemekler lezzetli ve çeşitliydi. Personel güler yüzlü, ilgili ve yardımseverdi. Tesis genel olarak bakımlı ve temizdi. Plajı temiz, denizi ise … Devamı",,Google üzerinde bir ay önce,4/5
Green Bay Resort & Spa Bodrum,Normalde odaların küçüklüğünü sorun edenler olur ama bence temizlik ile herşeyi ört pas edilebilir. Temizlik konusunda çok iyiler. Yemekler lezzetli özellikle mezeler çok iyi. Denizi ve doğası harika. Restoranda Zeynep hanım ve Mehmet bey … Devamı,,Google üzerinde 2 ay önce,5/5
Green Bay Resort & Spa Bodrum,Geçen sene kurban bayramı için gitmiştim çok memnun kalmıştık bu sefer aynı memnuniyet için tercih ettik fakat çok yanılmışız. Özellikle yiyecek konusu çok değişmiş. Geçen sene açıl büfe olan snack büfesi bu sene siparişe dönmüş. Ve hizmet sürekli aksıyor suratlar beş karış. Geçen sene hiç öğle yemeği yememiş tüm vaktimizi snacktr geçirmiştik. Et kalitesi malesef çok kötü kırmızı et özellikle. Türk tatlıları iyi fakat yemek başında stoklamaz iseniz devamı yok. Çocukların keyifle oynadığı masa tenisi bir köşeye atılmış duvara dayanmış oynanamıyor. Barlar kalabalık. Masaya servis yok gibi . Barmene sorduğunuzda 1 kişi gösteriyor 100 TL bahşiş verin masa ıza herşeyi getirir diyor. Bla bla bla çok isterdik aynı memnuniyet ile ayrılayım seneye birdaha geleyim ama maalesef.,"Odalar2,0Hizmet1,0Konum4,0
Otelde öne çıkanlarÇocuklar için uygun",Google üzerinde 2 ay önce,1/5
Green Bay Resort & Spa Bodrum,"Hotelin en güzel yönlerinden birincisi konumu, ikincisi baklavaları. Onun dışında iyi bir şey göremedim. Otele girişte kimse otel hakkında bir bilgi vermiyor. Gece odada sinek avına çıktık buna rağmen çocukları sineklerden koruyamadık. Bence sinek en büyük problem. Balkon kapılarında nasıl sineklik olmaz??? Odalar aşırı küçük ve dolap yok denecek kadar küçük eşyalar valizlerde kaldı. Yemekler vasat. Önünüze sürekli aynı yemekler geliyor. İnanılmaz güzel bir koy içerisinde olmasına rağmen plajı bataklık kokuyor. Su göl suyu gibi bulanık. Ben hiçbir otelde bu kadar zayıf animasyon görmedim. Gece çocuk kulübü sadece yarım saat eğlence düzenliyor. Onun dışında gösteri falan yok. Çalışanlar hayatlarından bıkmış gibiler. Gülen yüze rastlamanız çok zor. Bir daha bu otele kesinlikle gelmem. Gelmeyi düşünen tanıdıklarıma da tavsiye etmem.",,Google üzerinde bir ay önce,2/5
Green Bay Resort & Spa Bodrum,Bu oteli tercih etmeyi düşünüyorsaniz sadece deniz için geleceğinizi bilin. Sadece deniz için de bu kadar para verilmez biz koyda olduğu için merak ettik ve geldik pişman oldum kendi adıma açıkçası sadece koyda yüzmek için bu kadar para vermeye değmez. Yemekler vasat restaurant vasat otel çok eski ve asla hiç bir yenilik yapılmamış termal tesisde hamama girmeye gelmişiz gibi bir his veriyor sürekli. Barlar kötü havuz kullanamayacak durumda çok küçük. Animasyon ekibi diye bir ekip yok. Otel ölü gibi arkadaşlar. Çalışan herkesin suratı asık sanki esnaf lokantasında çalışıyor gibi çalışanlar çok tuhaf bir otel asla fiyat performans oteli değil aynı paraya Kuşadası'nda harika bir tatil yaptık. Burası bizim için tam bir hayal kırıklığı malesef bir daha gelmeyi düşünmüyorz.,"Odalar1,0Hizmet1,0Konum1,0",Google üzerinde bir ay önce,1/5
Green Bay Resort & Spa Bodrum,"Otele kötü yorum yapanlara anlam veremiyorum. 5 gece konakladık fiyat performans oteli gerçekten. Denizi muhteşem dalgasız tertemiz, yemekleri gayet lezzetli ve çeşitli evet çoğu gün benzer ürünler çıkıyor ama o kadar çeşit var ki her gün farklı bir şey yense zaten aynı şeyleri yememiş olursunuz… Evet odalar küçük ama tatile odada oturmaya geliyorsanız o sizin kararınız, uyumak ve duş için kullanınca bence odaların küçüklüğünde çokta bir problem göremiyorum. Konumu doğanın içerisinde akşam saatlerinde dış alanlarda sinek problemi yaşanabiliyor ne kadar ilaçlama yapılsada bu kadar doğanın içinde olan bir yerde ne kadar etkili olabilir ki. Kısacası ben memnun ayrıldım her şey için teşekkürler.","Odalar3,0Hizmet5,0Konum5,0
Otelde öne çıkanlarMuhteşem manzara",Google üzerinde 2 ay önce,4/5
Green Bay Resort & Spa Bodrum,"Otele ailecek geldik ve konum olarak gerçekten güzel bir tesis olduğunu söyleyebilirim. Ancak maalesef yemek ve hizmet konusunda ciddi hayal kırıklığı yaşadık.
Özellikle yemeklerin ve mezelerin tadı bayat ve bozulmuş gibiydi. Ultra her şey dahil konseptindeki bir otelde bu kaliteyi kesinlikle beklemiyorduk. Restoranda Adana kebap dağıtılırken görevli personelle tartışma yaşadık çünkü herkese sadece iki adet veriliyordu. Ultra her şey dahil bir otelde insanların istediği kadar yemek alabilmesi gerekirken sürekli kısıtlama hissediliyordu.
Ayrıca birçok ürün çok hızlı bitiyor ve yenisi gelmiyordu. Örneğin içli köfte bittiğinde tekrar servis edilmedi. Bunun gibi birçok üründe aynı durum yaşandı. Yemek çeşitliliği de oldukça yetersizdi.
Eğlence tarafında ise gündüz aktiviteleri çok zayıftı. Gün içerisinde ciddi anlamda sıkıldık. Otelin bu konuda kendini geliştirmesi gerekiyor.
Özetle; konum ve fiziksel ortam güzel olsa da yemek kalitesi, servis anlayışı ve aktiviteler açısından memnun kalmadık. Bu nedenle şu an için oteli tavsiye etmiyorum.","Odalar1,0Hizmet1,0Konum3,0
Otelde öne çıkanlarÇocuklar için uygun",Google üzerinde 2 ay önce düzenlendi,1/5
Green Bay Resort & Spa Bodrum,"Otelde çok büyük bir ışıklandırma problemi var. Akşam güneş battığında bütün dış mekan kullanım alanları karanlık oluyor. Bebeğimi park alanına götürüp vakit geçirmek istedim fakat o kadar karanlık ki önümüzü göremiyoruz. Çocuklar için yapılan etkinlik alanına giderken kocaman bir merdivenle karşılaşıyosunuz ve rampa bulunmuyor. Bebek arabasını kucağımızda taşımak zorunda kaldık. Otelin konumu itibari ile çok sinek ve uçan böcek var. Eğer bebeğiniz varsa bebek arabası için ve park yatak için tül sineklikle gelebilirsiniz. Odaların camlarında sineklik yok. Otelin yemekleri fena değil ama ana yemekler çeşitsiz. Izgara balık güzel. Yemek saati boyunca otelde sürekli bir duman mevcut. Baca çok yakın olduğu için heryer dumanaltı oluyor. Sunulan alkoller çok ucuz. Deniz kum olduğu için çok bulanık. Berrak bir deniz beklemeyin. Plajda hamaklar bulunuyor, dinlenebilirsiniz. Ben 1 yaşında uyumayan bebeğimi uyutmak için kullandım 🫠👍🏼","Odalar3,0Hizmet4,0Konum2,0
Otelde öne çıkanlarÇocuklar için uygun",Google üzerinde 2 ay önce,3/5
Green Bay Resort & Spa Bodrum,Otel kesinlikle fiyat performans diyebilirim. 7 yıl önce eşimle gelmiştik bu sene 5 yaş kızımızlar tercih ettik. Otel şahane bir koyda. Çalışan herkes çok nazikti. Bizim için en olumsuz deneyim kids klup oldu gündüz 10 dakika bile bırakamadık çok başı boş bir durum söz konusuydu ayrıca gene mini diskoda sadece ücretli olan tişört boyama satın almış çocuklar sahnede madalya alıyor. Daha önce gittiğimiz yerlerde ücretli aktiviteler oluyor tabiki ama madalya ve sertifika alan çocuklar akıl oyunları ya da yarışmalar da birinci olanlara veriliyordu hiç bir çocuk sahnede sadece ekstra ücret Ödemiş çocukları izlemek zorunda kalmıyordu. Yemekler ortalamaydı. Can kurtaran sayısı bazı noktalarda yetersiz kalmış durumda. Ama bodrumda bu fiyatta tercih edilebilecek iyi bir otel olduğunu söyleyebilirim,"Odalar3,0Hizmet3,0Konum4,0
Otelde öne çıkanlarMuhteşem manzara",Google üzerinde bir ay önce,3/5
Green Bay Resort & Spa Bodrum,"Ailecek 5 gece konakladık ve genel olarak çok memnun kaldığımız için yorum yapmak istedim. Yemekler lezzetli ve çeşitliydi. Personel güler yüzlü, ilgili ve yardımseverdi. Tesis genel olarak bakımlı ve temizdi. Plajı temiz, denizi ise dalgasızdı. Özellikle çocuklu aileler için oldukça güvenli ve keyifli bir ortam sunuyor. Aktiviteler kaliteli, eğlenceli ve her yaş grubuna hitap edecek şekilde planlanmıştı.
Odamız temiz ve konforluydu. Tesisin genel atmosferi huzurlu ve dinlendiriciydi. Tatil boyunca kendimizi gerçekten misafir gibi değil, evimizde gibi hissettik. Bu güzel deneyimi yaşamamızda emeği geçen tüm personele teşekkür ederiz.
Tek olumsuz yönü, alerjim nedeniyle sivrisineklerden oldukça rahatsız olmam oldu. Bunun dışında her şey beklentilerimizin üzerindeydi. Fırsatımız olduğunda gönül rahatlığıyla tekrar tercih edeceğimiz bir tesis.","Odalar4,0Hizmet5,0Konum4,0
Otelde öne çıkanlarÇocuklar için uygun
OdalarAile için ideal çok geniş değil çokta dar değil
GüvenlikGüvenli
Yürüme olanaklarıSadece otel alanı
Yiyecek ve içeceklerGayet başarılı kötü olan bir ürün denemedim
Önemli ayrıntılarSadece sivri sineklerden çok rahatsız olduk",Google üzerinde bir ay önce,4/5
Green Bay Resort & Spa Bodrum,Normalde odaların küçüklüğünü sorun edenler olur ama bence temizlik ile herşeyi ört pas edilebilir. Temizlik konusunda çok iyiler. Yemekler lezzetli özellikle mezeler çok iyi. Denizi ve doğası harika. Restoranda Zeynep hanım ve Mehmet bey Barda Dilara hanım ve tabii ki Zafer beye bize destekleri için çok çok çok teşekkür ederiz. Animasyon ekibi zaten çok neşeli hepsine çok teşekkür ederiz. Tekrar görüşmek üzere,"Odalar5,0Hizmet5,0Konum5,0",Google üzerinde 2 ay önce,5/5
